0.000000, -0.909857, 15.520094
0.000000, -0.886135, 15.520094
0.000000, -0.828693, 15.520094
0.000000, -0.778418, 15.520094
0.000000, -0.666884, 15.520094
0.000000, -0.643630, 15.520094
0.000000, -0.354741, 15.520094
0.000000, -0.075874, 15.520094
0.000000, -0.024399, 15.520094
0.000000, 0.021085, 15.520094
0.000000, 0.045636, 15.520094
0.000000, 0.068878, 23.454217
0.000000, 0.136331, 23.454217
0.000000, 0.152866, 23.454217
0.000000, 0.169491, 15.520094
0.000000, 0.279304, 15.520094
0.000000, 0.347526, 15.520094
0.000000, 0.371443, 15.520094
0.000000, 0.377122, 23.454217
0.000000, 0.418290, 15.520094
0.000000, 0.421316, 15.520094
0.000000, 0.422174, 23.454217
0.000000, 0.429736, 23.454217
0.000000, 0.518943, 23.454217
0.000000, 0.711466, 15.520094
0.000000, 0.780094, 15.520094
0.000000, 0.815438, 15.520094
0.000000, 0.855266, 15.520094
0.000000, 0.890278, 15.520094
0.000000, 0.950433, 15.520094
1.000000, -0.973208, 15.520094
1.000000, -0.914113, 15.520094
1.000000, -0.884538, 15.520094
1.000000, -0.828325, 15.520094
1.000000, -0.700347, 15.520094
1.000000, -0.684581, 15.520094
1.000000, -0.622581, 15.520094
1.000000, -0.580862, 15.520094
1.000000, -0.522588, 15.520094
1.000000, -0.497730, 15.520094
1.000000, -0.484134, 15.520094
1.000000, -0.466647, 15.520094
1.000000, -0.358764, 15.520094
1.000000, -0.271726, 15.520094
1.000000, -0.154355, 15.520094
1.000000, -0.033305, 15.520094
1.000000, -0.018613, 15.520094
1.000000, 0.081338, 15.520094
1.000000, 0.153505, 15.520094
1.000000, 0.186251, 15.520094
1.000000, 0.269106, 15.520094
1.000000, 0.372738, 15.520094
1.000000, 0.450575, 15.520094
1.000000, 0.550560, 15.520094
1.000000, 0.750973, 15.520094
1.000000, 0.861036, 15.520094
1.000000, 0.917939, 15.520094
1.000000, 0.970102, 15.520094
2.000000, -0.889325, 15.520094
2.000000, -0.783982, 15.520094
2.000000, -0.637045, 15.520094
2.000000, -0.613868, 15.520094
2.000000, -0.587538, 15.520094
2.000000, -0.469103, 15.520094
2.000000, -0.333890, 15.520094
2.000000, -0.312782, 15.520094
2.000000, -0.305736, 15.520094
2.000000, -0.268319, 15.520094
2.000000, -0.227094, 15.520094
2.000000, -0.193295, 15.520094
2.000000, -0.115241, 15.520094
2.000000, 0.052688, 15.520094
2.000000, 0.244015, 15.520094
2.000000, 0.304960, 15.520094
2.000000, 0.305131, 15.520094
2.000000, 0.406740, 15.520094
2.000000, 0.625811, 15.520094
2.000000, 0.693867, 15.520094
2.000000, 0.745792, 15.520094
2.000000, 0.803990, 15.520094
2.000000, 0.880614, 15.520094
2.000000, 0.914087, 15.520094
2.000000, 0.983358, 15.520094
3.000000, -0.932161, 15.520094
3.000000, -0.893483, 15.520094
3.000000, -0.886458, 15.520094
3.000000, -0.804379, 15.520094
3.000000, -0.779063, 15.520094
3.000000, -0.772076, 15.520094
3.000000, -0.733726, 15.520094
3.000000, -0.641283, 15.520094
3.000000, -0.594417, 15.520094
3.000000, -0.498375, 15.520094
3.000000, -0.442834, 15.520094
3.000000, -0.403728, 15.520094
3.000000, -0.392006, 15.520094
3.000000, -0.388543, 15.520094
3.000000, -0.360269, 15.520094
3.000000, -0.349704, 15.520094
3.000000, -0.309015, 15.520094
3.000000, -0.294457, 15.520094
3.000000, -0.164191, 15.520094
3.000000, -0.036110, 15.520094
3.000000, 0.094772, 15.520094
3.000000, 0.116859, 15.520094
3.000000, 0.202944, 15.520094
3.000000, 0.357741, 15.520094
3.000000, 0.488276, 15.520094
3.000000, 0.564933, 15.520094
3.000000, 0.572192, 15.520094
3.000000, 0.579029, 15.520094
3.000000, 0.613356, 15.520094
3.000000, 0.753476, 15.520094
3.000000, 0.823788, 15.520094
4.000000, -0.934175, 15.520094
4.000000, -0.897413, 15.520094
4.000000, -0.890591, 15.520094
4.000000, -0.825048, 15.520094
4.000000, -0.812364, 15.520094
4.000000, -0.432898, 15.520094
4.000000, -0.398788, 15.520094
4.000000, -0.389835, 15.520094
4.000000, -0.377039, 15.520094
4.000000, -0.261189, 15.520094
4.000000, -0.165132, 15.520094
4.000000, 0.033783, 15.520094
4.000000, 0.141099, 15.520094
4.000000, 0.187747, 15.520094
4.000000, 0.381760, 15.520094
4.000000, 0.556265, 15.520094
4.000000, 0.596726, 15.520094
4.000000, 0.736344, 15.520094
4.000000, 0.874723, 15.520094
5.000000, -0.922246, 15.520094
5.000000, -0.836128, 15.520094
5.000000, -0.800654, 15.520094
5.000000, -0.611687, 15.520094
5.000000, -0.595000, 15.520094
5.000000, -0.589109, 15.520094
5.000000, -0.511806, 15.520094
5.000000, -0.401480, 15.520094
5.000000, -0.344685, 15.520094
5.000000, -0.337882, 15.520094
5.000000, -0.050643, 15.520094
5.000000, 0.114324, 15.520094
5.000000, 0.156114, 15.520094
5.000000, 0.198594, 15.520094
5.000000, 0.251424, 15.520094
5.000000, 0.409747, 15.520094
5.000000, 0.711214, 15.520094
5.000000, 0.876357, 15.520094
6.000000, -0.920663, 15.520094
6.000000, -0.896761, 15.520094
6.000000, -0.811577, 15.520094
6.000000, -0.726265, 15.520094
6.000000, -0.695867, 15.520094
6.000000, -0.688367, 15.520094
6.000000, -0.585513, 15.520094
6.000000, -0.483804, 15.520094
6.000000, -0.349196, 15.520094
6.000000, -0.297005, 15.520094
6.000000, -0.274307, 15.520094
6.000000, -0.198194, 15.520094
6.000000, 0.011261, 15.520094
6.000000, 0.015893, 15.520094
6.000000, 0.063824, 15.520094
6.000000, 0.262731, 15.520094
6.000000, 0.278401, 15.520094
6.000000, 0.483456, 15.520094
6.000000, 0.545764, 15.520094
6.000000, 0.725284, 15.520094
6.000000, 0.816309, 15.520094
6.000000, 0.867421, 15.520094
6.000000, 0.883935, 15.520094
6.000000, 0.964524, 15.520094
6.000000, 0.968387, 15.520094
